Sequence§nmf_0§nmf_1§nmf_2§nmf_3§nmf_4
SEQ_076§0.08211501846801449§0.07285403920992359§0.017306296168861632§0.13965479523046856§0.016184814271767652
SEQ_077§0.0§0.015399371353911609§0.0§0.015166232638769817§0.30091409713392586
SEQ_078§0.011548764798636436§0.3182227131970206§0.00047121659655430123§0.12443001428598548§0.0
SEQ_079§0.049838358592357766§0.04561562353958604§0.0010095659131894486§0.12147401161567072§0.09867246339509725
SEQ_080§0.009658851448545076§0.029302203961830187§0.02961884991775355§0.03642476890255844§0.0009514003165950212
SEQ_081§0.005236597157014421§0.025530787403974766§0.18525787436152294§0.057809890745373745§0.018036031025270256
SEQ_082§0.04949370729511514§0.01170088063219357§0.16370185358200365§0.012281946016096387§0.04361363658863473
SEQ_083§0.04932474041749387§0.006334457696145247§0.16487579470968303§0.02903857128209873§0.0583361979927745
SEQ_084§0.0§0.0§0.0§0.32107238914180014§0.0
SEQ_085§0.02199919080881382§0.0§0.026794593898303774§0.0§0.23552600662670634
SEQ_086§0.0§0.19130298022735573§0.030389506283575413§0.0§0.12544262642962006
SEQ_087§0.00880333259300199§0.12346265194097837§0.0§0.10693867636698616§0.005513538280943323
SEQ_088§0.056000978834652174§0.045874932767794384§0.06703060188849827§0.0§0.03297816441381399
SEQ_089§0.008336237011276872§0.19312106340634458§0.0§0.013584019676922477§0.03834874517978052
SEQ_090§0.16588807589319993§0.0§0.0§0.04901460537671226§0.07139107432825158
SEQ_091§0.012519442259601749§0.0§0.12910550347180158§0.041767916083170244§0.027916069105298022
SEQ_092§0.0§0.0§0.1861709110224195§0.09530687515068693§0.0019380013948401835
SEQ_093§0.032352355455539605§0.0§0.006487696657279628§0.24194471947988658§0.0008854240144751281
SEQ_094§0.11273890865102008§0.0§0.0§0.02943465596040789§0.024316548666892587
SEQ_095§0.015419827628514807§0.243120555391263§0.031509574026111625§0.0013530361163863554§0.015239918484289582
SEQ_096§0.0039201461528565575§0.007772763120742166§0.03369646670941847§0.13165803194577666§0.08268483911137234
SEQ_097§0.025946978736603916§0.0§0.036206497756066026§0.23242289763281881§0.035146609344895684
SEQ_098§0.0§0.0§0.040449450695575685§0.0050984814500322695§0.20626940579764644
SEQ_099§0.12406919125355506§0.004211689959245211§0.0§0.006817630094528785§0.08498654354057743
SEQ_100§0.1738126459663059§0.00017539377029619896§0.0§0.2118324866173742§0.0
SEQ_101§0.06104771651854559§0.0§0.08056805147763196§0.05016571479308722§0.07207000792880898
SEQ_102§0.0§0.01410399126824401§0.039817491079421535§0.13046125716689544§0.1180776174330666
SEQ_103§0.03367169533767284§0.019849093603736635§0.0849902565343239§0.048617583517377286§0.057036874943689884
SEQ_104§0.08121768801063893§0.028346205998858242§0.04122490705776542§0.0§0.03032501359555897
SEQ_105§0.2960820565312485§0.0§4.52096170566667e-05§0.0§0.0
SEQ_106§0.11955821996278654§0.022645762695517647§0.016189738339632172§0.00940317131606183§0.02968734749788327
SEQ_107§0.18759153498832423§0.0§0.0§0.10087444556059384§0.044883861480549604
SEQ_108§0.00883567519852002§0.00908708893232961§0.11604098258679582§0.12365688994335373§0.01868304515183395
SEQ_109§0.0§0.00623836321660175§0.0§0.3093170184683531§0.0
SEQ_110§0.1629428452630428§0.012289982092673481§0.03260162780131527§0.0§0.037927613306723125
SEQ_111§0.014252611153933403§0.0§0.0055351739072895464§0.15587549364418987§0.1094391301121723
SEQ_112§0.2621886541572585§0.01823634970151322§0.0§0.004068436106315444§0.0
SEQ_113§0.0§0.0§0.1082064869655218§0.02112262206884972§0.09048503583991432
SEQ_114§0.0§0.03402826756858755§0.0§0.0§0.18128878785025726
SEQ_115§0.04569355233256708§0.006724188357319501§0.0§0.03737743575064284§0.09634069524255935
SEQ_116§0.04690225672906517§0.0§0.0§0.1343187489019455§0.19724612423887355
SEQ_117§0.0§0.0§0.003780642086186391§0.0532224123081635§0.12189964736559594
SEQ_118§0.043300469079401924§0.003751352086315183§0.0§0.21213709951606569§0.018958981118109064
SEQ_119§0.0881052088304514§0.034042229805396715§0.0§0.0§0.02512293549489646
SEQ_120§0.0§0.08766606526756796§0.024523071249826625§0.0460487542464599§0.17460806469301943
SEQ_121§0.04699265701498537§0.0§0.08171367004591572§0.14425358304357747§0.007482421247449731
SEQ_122§0.22964703778742426§0.013212939490577419§0.046791436678947605§0.00600582171127752§0.02090301613846983
SEQ_123§0.18451884600850058§0.0§0.015046773697347452§0.0548358162740243§0.19654839071102753
SEQ_124§0.07941842099686587§0.0§0.0§0.094550666964239§0.03806929650212656
SEQ_125§0.0§0.0§0.2276951927779507§0.07495311833749312§0.0
SEQ_126§0.06779873839211809§0.0§0.09602878663895721§0.03128059502749869§0.05992497154410633
SEQ_127§0.0923222569583003§0.0517952800877984§0.03308336822964308§0.014375133406452335§0.0
SEQ_128§0.0028823839894369188§0.05976371784959104§0.0§0.004729360573945035§0.08817296753440466
SEQ_129§0.04018309034484226§0.01776158673508257§0.032394163748535876§0.15588834164324525§0.0
SEQ_130§0.073622598869132§0.030066587153130857§0.0§0.06822909400044785§0.0
SEQ_131§0.0§0.018674582021982935§0.01352057232918028§0.16473732849810072§0.004906078201358944
SEQ_132§0.0§0.02899624957279376§0.0§0.0§0.17474849206837295
SEQ_133§0.0§0.0§0.0§0.0§0.15993570231550963
SEQ_134§0.269693510126053§0.0§0.03244360436483006§0.020373030091686752§0.028312477197000883
SEQ_135§0.0§0.0§0.19330867390780557§0.030680270948995836§0.0
SEQ_136§0.0028597065105739547§0.004011249894893798§0.14502272264952218§0.04187610291934506§0.0
SEQ_137§0.0§0.2908906839370097§0.027547773220684253§0.1444905091445653§0.09074349176190304
SEQ_138§0.02985953450276779§0.0§0.01356790070248588§0.25790637369317243§0.1223526057536728
SEQ_139§0.010809527536937322§0.0074045703479606526§0.052300173044783446§0.0§0.054468320750551816
SEQ_140§0.01874063593674855§0.00021545442909166169§0.052244530885593464§0.06524114483840453§0.11421986424005694
SEQ_141§0.16822140154591392§0.0§0.033444295532924856§0.0677197163973816§0.003108714374825443
SEQ_142§0.008941219989494174§0.0008930243985157452§0.09365132014538154§0.09493791124527538§0.06324251206084744
SEQ_143§0.17939852455544594§0.054900084426338334§0.0003582356453503959§0.03803090882300679§0.053507652919530524
SEQ_144§0.09291085888769189§0.03296061141332171§0.020448727429294353§0.08441202805503896§0.009756890001780365
SEQ_145§0.12214200337279141§0.0§0.0§0.24936418032600036§0.0
SEQ_146§0.0§0.0§0.040738905346362715§0.2470089318319865§0.0
SEQ_147§0.006833249054755495§0.09411799133151359§0.006140176166787118§0.08185367186114337§0.04834052005037232
SEQ_148§0.03793344932895409§0.0§0.0§0.11475358140927351§0.05825115109475526
SEQ_149§0.01934415101788919§0.02324359855557114§0.1088941453859553§0.036779544975653486§0.03343657389586012
SEQ_150§0.0§0.0§0.01293604088044056§0.29347217011620164§0.02786750706500661
SEQ_151§0.004541850428402395§0.07488256367033655§0.0§0.15404715034047423§0.09908963514490016
SEQ_152§0.0§0.0649971131098677§0.0§0.005427789950114758§0.031302984987998134
SEQ_153§0.0§0.0028403403102393375§0.006537013638490472§0.02748895737850187§0.19258611054821692
SEQ_154§0.002099902075633531§0.19210405020400298§0.010460169019204992§0.0020238380525819557§0.0
SEQ_155§0.06902791078866181§0.014022273002484861§0.005471611241502509§0.16155252538242235§0.05351912443824712
SEQ_156§0.02579114200922252§0.0§0.08548870008553631§0.025297512465788853§0.09866046971793385
SEQ_157§0.26672168640000327§0.00210380868076636§0.0§0.09958224757159553§0.0
SEQ_158§0.08641581200645072§0.12801420625579882§0.0§0.036978210575309846§0.0
SEQ_159§0.0§0.0§0.1984453642238995§0.18752484979984005§0.01208047686404356
SEQ_160§0.0§0.0§0.0§0.0§0.2176501585848783
SEQ_161§0.144712981189296§0.0§0.17451295228664654§0.0§0.0
SEQ_162§0.02228594950547847§0.018334653192514573§0.07191583357443523§0.0§0.021150352493518505
SEQ_163§0.0§0.023389567937647255§0.0§0.24961898910417932§0.031844564505757476
SEQ_164§0.0§0.007743056870999284§0.10369527395478913§0.30510176088575336§0.13689724457910082
SEQ_165§0.006042138705727828§0.019390091144673452§0.035784653618379826§0.0676649003375924§0.10002234309418576
SEQ_166§0.044221544594981184§0.0§0.0§0.20373308733775755§0.1385328652079708
SEQ_167§0.027662514751429043§0.0§0.0§0.12064433506905849§0.1272039419133999
SEQ_168§0.08374596563274905§0.004995782719291403§0.03665818627276728§0.12249140916301077§0.01735758110917036
SEQ_169§0.05051728031671443§0.0§0.10168750088130463§0.020561263067939182§0.02337536948694355
SEQ_170§0.0038013979278608066§0.014897421279892277§0.023721637352882224§0.20828356109022544§0.0
SEQ_171§0.0§0.008225346987354862§0.0§0.1087591318765428§0.050031291610544794
SEQ_172§0.0§0.3322819960641652§0.009343318261690367§0.003111651752241767§0.0
SEQ_173§0.05117191570159847§0.0§0.07487210880564245§0.08579150259593017§0.001628082748298711
SEQ_174§0.0§0.017848403483777454§0.0§0.03796318714291029§0.24391115749433476
SEQ_175§0.07668143174694877§0.01217488428189969§0.05815302725666327§0.017908159032881114§0.049932097020565856
SEQ_176§0.017055970009131362§0.010179050820920795§0.07146059366140484§0.06876986435156822§0.04395092011362256
SEQ_177§0.0§0.0§0.0812683262492677§0.12737731961810644§0.08782122315260252
SEQ_178§0.03673416808603934§0.0§0.11616463161910215§0.03298528294520505§0.0034049400943296578
SEQ_179§0.004654246310850576§0.12692962890882378§0.04100304739179468§0.018446144823582707§0.1383189158717446
SEQ_180§0.17424691717292473§0.0§0.0§0.050303223189475416§0.009998652126259656
SEQ_181§0.005381214301587961§0.003454233304001645§0.15098484711024063§0.04259003586770453§0.02690741684445601
SEQ_182§0.045581281145718924§0.0§0.016974576417917584§0.015242962220743046§0.1346162753936546
SEQ_183§0.17483061441455344§0.012469645005576872§0.0§0.050538570182962116§0.022317489655957222
SEQ_184§0.015508378372566958§0.06119361042555808§0.0§0.02690852938759554§0.22279051402493213
SEQ_185§0.0§0.028570659896229735§0.07364008445080901§0.05856727252789259§0.13178725155034293
SEQ_186§0.1458615888201248§0.0§0.01650616767456541§0.11510477545610379§0.036605644057238804
SEQ_187§0.0§0.0§0.05350729603075703§0.13719069935737044§0.13069755236586741
SEQ_188§0.0§0.0§0.0005850245608909621§0.14143741197324056§0.20493475345771775
SEQ_189§0.013899588473025068§0.0§0.007638376791627902§0.21324623111204555§0.0
SEQ_190§0.02096618455170943§0.06038202933915935§0.028278926064358372§0.09879552849849928§0.03283624178733606
SEQ_191§0.0§0.03538084324263228§0.0§0.0808399036103486§0.012985857320589952
SEQ_192§0.01411852694815235§0.032948684082693795§0.01907869649998467§0.09298013457817869§0.12964570527750766
SEQ_193§0.017668921379483175§0.030802585112323654§0.05088247168750072§0.05688596592278461§0.043752639683717884
SEQ_194§0.015394960620358236§0.02379917386172576§0.0§0.19078807982682702§0.061321827695460726
SEQ_195§0.2177110206368004§0.015543164009567723§0.038875926244099954§0.011330802928114368§0.022749279190311576
SEQ_196§0.0§0.0274136233144675§0.09688964128322865§0.17809995837732265§0.012642185779736909
SEQ_197§0.12233143186952265§0.010042590323085495§0.0§0.05452278391334151§0.06763548721697936
SEQ_198§0.022672478399039932§0.0§0.024608638389382615§0.18742951581692174§0.15836669748566307
SEQ_199§0.04424310410933716§0.0§0.028235653326123412§0.034232672331257846§0.2280272861891318
SEQ_200§0.02855405343417568§0.11669042546081766§0.01358773479223496§0.07350790889974217§0.08012340919736366
SEQ_201§0.0§0.250982459991116§0.03189851822502956§0.07691791641209396§0.0
SEQ_202§0.0§0.09814750525121861§0.0§0.0§0.24040957555196646
SEQ_203§0.01493387329935456§0.0§0.0801721217169459§0.0019192082535471645§0.25179702778992397
SEQ_204§0.10097505400301718§0.0§0.06531802705640191§0.0§0.044330997449892905
SEQ_205§0.025285208076313553§0.02610518828103312§0.0§0.10413170833728402§0.060965626006055124
SEQ_206§0.07060183259781583§0.0§0.10464576061552289§0.08678212376245095§0.025995661438693935
SEQ_207§0.0§0.012069916820986596§0.0378833046792534§0.03514911743654116§0.18969033698373947
SEQ_208§0.001412245223824657§0.04519363477167898§0.013500986695729316§0.18550988696864365§0.07429082897700606
SEQ_209§0.062341838139732174§0.0§0.1879819487453932§0.004644844294430454§0.0
SEQ_210§0.010875680260605017§0.0§0.004773863419887586§0.0536849517862895§0.16866453209021529
SEQ_211§0.04139269019679618§0.0§0.05619026630234823§0.1303444598725329§0.047962430173976535
SEQ_212§0.0§0.0§0.13699793243205866§0.08174575364856453§0.0
SEQ_213§0.02325152915043704§0.28277767768907675§0.0§0.03924966323773745§0.0
SEQ_214§0.0§0.031162093990067297§0.09469077275343352§0.015500760202864705§0.0
SEQ_215§0.0§0.0§0.10301051197723482§0.09577018594603164§0.0
SEQ_216§0.005898266723099366§0.07494498687962793§0.02249399748034535§0.03231806707408957§0.05473127384855612
SEQ_217§0.0§0.0§0.0§0.2997587102646855§0.0019309093187388786
SEQ_218§0.0§0.0§0.0§0.0§0.2331794427355565
SEQ_219§0.021743975874891942§0.0034668634462979974§0.17150355025468075§0.26642155699141046§0.052385541532024044
SEQ_220§0.018620535800339847§0.06798175848992792§0.007138565467155085§0.03885565407347385§0.17923313368041563
SEQ_221§0.12301213264109907§0.034667011752074595§0.03141758109363829§0.0859906311619643§0.0943931124931797
SEQ_222§0.20257309348207397§0.02539138005815971§0.033999108153925844§0.12117309377514411§0.0
SEQ_223§0.11672154683783247§0.0§0.0§0.21568574772914795§0.0
SEQ_224§0.011890621360125616§0.11723957233740694§0.032053370835656056§0.1559627443605399§0.007804845723123435
SEQ_225§0.020337375277027347§0.0§0.20554219684055072§0.024528877211486357§0.030842928888412783
SEQ_226§0.1414831384338508§0.0§0.0§0.024295326091066865§0.0
SEQ_227§0.025225802151701508§0.0§0.048160162849419305§0.18938951701594217§0.04012106784915608
SEQ_228§0.0888797422181128§0.0§0.07970240754619036§0.09464019413539358§0.0
SEQ_229§0.0§0.0§0.2137066928528195§0.0§0.0
SEQ_230§0.010218871730299712§0.3412911505905669§0.0§0.0§0.0
SEQ_231§0.0§0.00506430137706716§0.091956483831727§0.1435611521555944§0.0
SEQ_232§0.0170513058823271§0.01301164460885363§0.0§0.11127266233097514§0.11530424054846114
SEQ_233§0.0031595233171699344§0.0§0.021259141899919124§0.24639080335152927§0.007402729045874115
SEQ_234§0.0§0.01809938138884341§0.2411297936596103§0.0§0.0
SEQ_235§0.028849354344014082§0.014510571096888872§0.0§0.2079550303854682§0.12664335820961609
SEQ_236§0.016226203410833532§0.11099281102733653§0.00016605899234370774§0.14258719076829485§0.0
SEQ_237§0.0§0.0§0.18684660594597408§0.0§0.0
SEQ_238§0.015317907639585703§0.026803952814604466§0.17121140549622252§0.012437161211292532§0.020728191302391438
SEQ_239§0.03946648439150247§0.0§0.05488776828722996§0.0§0.18675078465564673
SEQ_240§0.04357051224912733§0.02004684527422921§0.2014985100874936§0.16203924852892046§0.0
SEQ_241§0.06266042679495884§0.028060021120204226§0.14457802041886675§0.09614848871255807§0.0613319358750817
SEQ_242§0.19732735914634997§0.009064562053563546§0.0§0.05562247030274075§0.0
SEQ_243§0.03284328929594348§0.07434037216147264§0.0§0.0§0.15664009297238732
SEQ_244§0.13846331366933237§0.0§0.0§0.08062600449117469§0.04559097806385913
SEQ_245§0.029572295836699288§0.014954061821308009§0.04675008255487766§0.022461646165152258§0.045273450769534346
SEQ_246§0.009352611285252704§0.0§0.044762697783277725§0.06312251913726435§0.07462727792270031
SEQ_247§0.004937322425050966§0.02567856599622171§0.01676405882908171§0.022359635955206746§0.04085409181428772
SEQ_248§0.001018073382032806§0.019620458321650266§0.09180405734924443§0.12047769178551443§0.022439949636199087
SEQ_249§0.09237061213127022§0.0§0.0§0.1686487105782704§0.0
SEQ_250§0.0§0.0§0.0§0.23162405110102371§0.04354106022416808
SEQ_251§0.17267490854858§0.01183252270062926§0.018537154800523214§0.0§0.0
SEQ_252§0.017424821224656675§0.0§0.016930558598668797§0.11038809058867748§0.09354034732239587
SEQ_253§0.0§0.0§0.07674839416471307§0.18578944788664703§0.023607060549152084
SEQ_254§0.025645804086106238§0.08456957372464415§0.0§0.12737233903198658§0.05900742996215042
SEQ_255§0.015184187445339363§0.042177791728655684§0.07850575121317911§0.0708995432865558§0.002349302419063725
SEQ_256§0.0§0.001659940780509991§0.005524703191604765§0.025193140782009772§0.1704669049355267
SEQ_257§0.051373207040458425§0.0§0.0035280005366871868§0.11855488977071738§0.013619612657867167
SEQ_258§0.0§0.45231888603092324§0.0§0.0§0.0
SEQ_259§0.007035103811183402§0.10787169498096894§0.03351322491210691§0.0§0.10280353196174477
SEQ_260§0.0§0.010075921902000878§0.0§0.17969330492369553§0.07410495815181521
SEQ_261§0.0§0.0035267684291425067§0.045801335904774594§0.19387070357950092§0.0
SEQ_262§0.019732353707626868§0.0§0.04387228199731369§0.18896021388440318§0.0023831271100113417
SEQ_263§0.0§0.0§0.091660840940711§0.008356215236365537§0.0
SEQ_264§0.06878122663379345§8.707152308677426e-05§0.0§0.07417704490760263§0.02177197575962519
SEQ_265§0.0§0.03361024686287443§0.1614508829506956§0.10649492893867886§0.05018059914502399
SEQ_266§0.03404191884678635§0.0§0.0511556582135233§0.28562899835992955§0.016358288216444528
SEQ_267§0.0§0.5115275943620265§0.0§0.0§0.0
SEQ_268§0.0§0.20898972720855252§0.05211308119139769§0.08665253617924505§0.0330974380839986
SEQ_269§0.0033880204295092834§0.009681584000959122§0.1645810207170659§0.003023459998811705§0.002153078616578315
SEQ_270§0.0§0.019329113211311356§0.0§0.31406535087163623§0.05682141711450511
SEQ_271§0.0§0.0§0.12348466772124121§0.11518001405963184§0.137343373770506
SEQ_272§0.0§0.0§0.17829356293052212§0.16442384284539535§0.05193728053129596
SEQ_273§0.044919671408025975§0.02800897048289957§0.028854440432048156§0.0648921988079714§0.019214771678743924
SEQ_274§0.19661206759326358§0.12696402571851473§0.0§0.00189874586228421§0.0018741293435031627
SEQ_275§0.17211778463927732§0.01565675674874155§0.0§0.14952803527671232§0.010108896174658365
SEQ_276§0.06270468927750666§0.0§0.07673703270930443§0.050415805436681685§0.0
SEQ_277§0.01967929976290822§0.0§0.1420579012853738§0.14060617522676822§0.045749327511340074
SEQ_278§0.0§0.0§0.24793119063948424§0.09240318240585241§0.013542047268487858
SEQ_279§0.0§0.13860428149349252§0.0§0.04373796560291102§0.22352124671111004
SEQ_280§0.03544871552946035§0.047636881846941655§0.013980535965771044§0.03378078126687903§0.03541548943777922
SEQ_281§0.0§0.0§0.18253059728398374§0.0§0.016867142867253854
SEQ_282§0.004034996645245967§0.0010863954322794724§0.023822893114871364§0.18950878038418298§0.06975059200024221
SEQ_283§0.016099093112895965§0.0§0.10780112937998797§0.0§0.14921337949421257
SEQ_284§0.0§0.03159430433295483§0.0§0.16905047635843404§0.05948404590028846
SEQ_285§0.2825734651099415§0.0§0.0§0.0§0.0
SEQ_286§0.0§0.0026520023870077384§0.0§0.0§0.23847680432435914
SEQ_287§0.00487601153569215§0.07077795307669321§0.1529730522646628§0.0§0.07799657379126985
SEQ_288§0.022237538314154027§0.018061973933410105§0.0§0.0§0.17789468013090046
SEQ_289§0.08230474258575021§0.0§0.03757833732778033§0.14695427248635679§0.03260164064504761
SEQ_290§0.03800013532015385§0.025162551530483124§0.14273530502698462§0.13127208419534664§0.03833651147116421
SEQ_291§0.01310415165627635§0.21891161342849633§0.0§0.02334291547981073§0.05708754105790103
SEQ_292§0.05991619924802386§0.010431042774740244§0.05735550517782517§0.13549992887335224§0.0
SEQ_293§0.06249911591754069§0.0029942360926611287§0.21398085678911216§0.031401230492556075§0.05666619485521
SEQ_294§0.0§0.017077083897354083§0.11444277019576338§0.0564605102518776§0.0
SEQ_295§0.3134419414789942§0.0§0.0§0.0§0.022930771785325422
SEQ_296§0.01494922025877506§0.06876667881835816§0.0033588070352444767§0.00225918440540817§0.06219740434177433
SEQ_297§0.2723738613028946§0.0§0.0§0.019846017190301164§0.018892158163479746
SEQ_298§0.0§0.0§0.18550874463507777§0.0§0.0
SEQ_299§0.09840493712286873§0.0005043915405081959§0.08439730392001225§0.010141108474995702§0.0
SEQ_300§0.022123448231312806§0.006292927335469548§0.15411701462321514§0.008278526204019268§0.0430332125931279
SEQ_301§0.026018853089311875§0.0§0.10830839809216898§0.08865376063808272§0.0
SEQ_302§0.0072857510181264665§0.005770706612053117§0.029149823679334535§0.0§0.19812478637256462
SEQ_303§0.0017972328228664843§0.15791169895130872§0.0§0.0879821819628991§0.09120747522470062
SEQ_304§0.0§0.0§0.13817871849711577§0.0§0.0295399318351531
SEQ_305§0.03198057446904249§0.0§0.13627070533674912§0.02023137060681054§0.06873299066393995
SEQ_306§0.03292959854274999§0.009276754841830196§0.038193172940388126§0.012200607191435486§0.03451270171736318
SEQ_307§0.0§0.0§0.15123382813207678§0.035343971998697044§0.0
SEQ_308§0.0§0.0§0.16622476764090624§0.007961797023015414§0.00737746747735725
