Sequence§LDA_0§LDA_1§LDA_2§LDA_3§LDA_4
SEQ_103§0.026814645211293526§0.026676019064330817§0.02696093144640461§0.42777127282577265§0.49177713145219837
SEQ_104§0.5975810622835742§0.029501081401303128§0.030296980045613573§0.02949323645414733§0.3131276398153618
SEQ_105§0.02855959172989391§0.028479542232557404§0.029107030544479513§0.028469785127179344§0.8853840503658899
SEQ_106§0.5981830400926531§0.03218210213173384§0.03256258316425783§0.03218051314685165§0.30489176146450353
SEQ_107§0.023922560367625547§0.023548364099320034§0.02401500202131116§0.02352972692204967§0.9049843465896937
SEQ_108§0.3450460359332568§0.025296680435156184§0.025495133238872356§0.025546900799035186§0.5786152495936796
SEQ_109§0.03644728714427817§0.03625981051012838§0.8539831637371619§0.03626106073292981§0.03704867787550176
SEQ_110§0.026900641932158378§0.026759380862200196§0.02724644375944757§0.02711830250923944§0.8919752309369544
SEQ_111§0.02994225679878932§0.029888578816834863§0.8797242690063659§0.02983276334267552§0.03061213203533431
SEQ_112§0.028410125702894525§0.028644966647107143§0.028748781565640726§0.028464167208994577§0.885731958875363
SEQ_113§0.03667497897255466§0.036623728731128014§0.8527646296356316§0.03666963319442778§0.03726702946625794
SEQ_114§0.03250372963353913§0.032165794246217676§0.03276467694543265§0.03227690372008779§0.8702888954547227
SEQ_115§0.8550342521606125§0.03579731846378576§0.03595867275831756§0.035562692891644127§0.03764706372564006
SEQ_116§0.02201610615267531§0.02182825385091372§0.9115835932039583§0.021894911900344365§0.022677134892108326
SEQ_117§0.04665573194857685§0.04654816428172082§0.047028270353028014§0.04646979310286609§0.8132980403138081
SEQ_118§0.42823719051654446§0.027363826166245112§0.027882606338920705§0.027397932566175974§0.48911844441211366
SEQ_119§0.863904842894751§0.033296532969732694§0.03411385853288635§0.033231029930847686§0.035453735671782304
SEQ_120§0.5580326009072405§0.03398111888631682§0.03467375905699299§0.033691278052031884§0.3396212430974178
SEQ_121§0.027552804304105134§0.1418680159627633§0.02786568621817974§0.02743248633598231§0.7752810071789696
SEQ_122§0.021137002029873887§0.02098905102533506§0.021413264422744008§0.020977737883128903§0.9154829446389181
SEQ_123§0.023580506988374692§0.02353126882372016§0.02400420372483147§0.023495796374582857§0.9053882240884907
SEQ_124§0.030707969935388695§0.030386727474522302§0.03089487759050888§0.3517815109709703§0.5562289140286099
SEQ_125§0.032442074700946004§0.03239970381461072§0.8694622682035812§0.03240900433174809§0.03328694894911389
SEQ_126§0.034299481610342665§0.5497328231357537§0.035075638812930604§0.034188815931463834§0.34670324050950935
SEQ_127§0.032632841939840285§0.0327690419183924§0.8681437582308849§0.03254108806540531§0.0339132698454771
SEQ_128§0.03472341318185437§0.03462732258111553§0.8596824206799251§0.03506883652391112§0.035898007033193895
SEQ_129§0.026047477895598185§0.02603345694554527§0.8952372939138306§0.025917097436543135§0.026764673808482898
SEQ_130§0.03877988197366123§0.038605495285213925§0.8439450332172524§0.03874728570428373§0.0399223038195886
SEQ_131§0.5307808427965709§0.03601771411305051§0.36006802709983815§0.03595414419601525§0.03717927179452519
SEQ_132§0.05181703066333793§0.05172228883315458§0.792787285263232§0.05172545301623894§0.05194794222403649
SEQ_133§0.7868215230702281§0.052922913208255144§0.053440660869713906§0.05283717979058659§0.05397772306121645
SEQ_134§0.017486245713206495§0.017195567767559792§0.01778565878359959§0.01947248297263944§0.9280600447629948
SEQ_135§0.03874506634928076§0.038629968315919014§0.5271599301344004§0.35579044418395517§0.03967459101644456
SEQ_136§0.030076103130654997§0.030081860177809457§0.8786886642939411§0.030020979073106854§0.031132393324487573
SEQ_137§0.025835164958270943§0.02570097112203289§0.8965378120498407§0.025522367474902097§0.026403684394953317
SEQ_138§0.023105258261711246§0.022987363069008202§0.02334435096186143§0.02569074723437084§0.9048722804730482
SEQ_139§0.038503818542825245§0.0384807616957509§0.03888844196128774§0.038423111061353044§0.8457038667387831
SEQ_140§0.030589488302811912§0.030416884328367796§0.030559294451789037§0.030234265218417555§0.8782000676986137
SEQ_141§0.02875939510613008§0.028717521822018068§0.029228447964222453§0.028760544777423513§0.8845340903302058
SEQ_142§0.026427121018229673§0.026264988676908067§0.0271135403580141§0.026258343733014253§0.893936006213834
SEQ_143§0.028508413364362013§0.028380696782645744§0.02879893579836428§0.028511796396082492§0.8858001576585455
SEQ_144§0.030902866479820296§0.031133086820782103§0.875714141100992§0.030665233634350825§0.031584671964054685
SEQ_145§0.025145463349518133§0.025142321009186445§0.8979941508877818§0.02514987853306467§0.026568186220449045
SEQ_146§0.027396538381814627§0.02717884146193044§0.8903814539044854§0.02722840762185198§0.027814758629917523
SEQ_147§0.02869754370659848§0.028851943571567305§0.02918720011304245§0.6656072761889327§0.24765603641985906
SEQ_148§0.03066942241400948§0.27716168121663065§0.031162106728788885§0.03050856797699183§0.6304982216635792
SEQ_149§0.03112500181723136§0.27737501979007007§0.032189001923156976§0.031078809655982656§0.628232166813559
SEQ_150§0.024832906085561§0.025160270762423494§0.7686857631426112§0.024714721171584297§0.15660633883782007
SEQ_151§0.03095435499603635§0.030529764922858575§0.030974799358568922§0.030704712900959386§0.8768363678215768
SEQ_152§0.039822094900083656§0.03968047318193401§0.04013936161489998§0.8394954215522731§0.040862648750809326
SEQ_153§0.033283162120704916§0.03356522889227707§0.8655978667819803§0.03403038304532621§0.03352335915971159
SEQ_154§0.03485822382053353§0.034739730743086616§0.8599292919703252§0.034682422119156855§0.03579033134689777
SEQ_155§0.024212759081510087§0.024084972512593165§0.902366238303437§0.023934213771652765§0.025401816330807236
SEQ_156§0.03554211900528993§0.035503124705611976§0.03596032848834781§0.03545769794815817§0.8575367298525921
SEQ_157§0.02572064235104697§0.025614439014744955§0.026024227616775565§0.025576014351148375§0.8970646766662841
SEQ_158§0.037859739350161764§0.03730664930573439§0.3098621754172901§0.03733116167886101§0.5776402742479527
SEQ_159§0.029476163452991748§0.029529286550997763§0.030096034344467608§0.02946310713625615§0.8814354085152868
SEQ_160§0.04645205848948167§0.04620907364533837§0.048028362885450926§0.8109687804678865§0.048341724511842585
SEQ_161§0.02597798231939624§0.0258308004774694§0.8955863818892229§0.02585393448812382§0.02675090082578759
SEQ_162§0.8655576326611314§0.03275633218283414§0.034067591733944094§0.03316789453075096§0.034450548891339375
SEQ_163§0.8512374897220285§0.036700173142897106§0.037313412511199934§0.03674894704539454§0.037999977578479775
SEQ_164§0.017768044657735675§0.09143593938617754§0.4512549061457769§0.01764999555019907§0.4218911142601108
SEQ_165§0.027209796477097196§0.02753743066208651§0.027659561673446298§0.02719427896605969§0.8903989322213103
SEQ_166§0.02165845928113125§0.021596444484999724§0.022744665895128437§0.021599366533001284§0.9124010638057393
SEQ_167§0.07903332987427061§0.03184038852876098§0.031979212617534926§0.03156018388853438§0.8255868850908992
SEQ_168§0.030090459396280824§0.030346464517401382§0.8784560539369464§0.029950955112985043§0.03115606703638645
SEQ_169§0.026734140607494766§0.3095346457636639§0.026817690913915997§0.02776349637024882§0.6091500263446764
SEQ_170§0.029551925802140847§0.487165803375788§0.030079779308824085§0.029609751652603575§0.42359273986064344
SEQ_171§0.04360574494529458§0.0428498120711627§0.04446264405390542§0.8250525873957768§0.044029211533860274
SEQ_172§0.03911473319739828§0.03899402297657597§0.03921772996776282§0.03898703395965768§0.8436864798986052
SEQ_173§0.026740060136124264§0.31508180507906974§0.02848735234243817§0.02665601283506912§0.6030347696072986
SEQ_174§0.5070038399839154§0.036613269956277256§0.037426719008613565§0.036519798045261405§0.38243637300593236
SEQ_175§0.025984330052664824§0.025936917496199488§0.026045971866514032§0.02579902919104942§0.8962337513935722
SEQ_176§0.5934643869711914§0.03069530271952293§0.031460930673212484§0.030704703254243803§0.31367467638182933
SEQ_177§0.027642211488778785§0.02756094519779796§0.8889243871036331§0.0274708432624286§0.02840161294736149
SEQ_178§0.030910285856316645§0.030962672603815772§0.8754738452624417§0.03088459311604735§0.031768603161378625
SEQ_179§0.02505578320466842§0.564038564561829§0.025380921821577144§0.024921533408775426§0.36060319700314997
SEQ_180§0.03269072927636136§0.0326807442459988§0.0331193911274723§0.03255944724137643§0.8689496881087911
SEQ_181§0.03284921708647291§0.03293563390715315§0.033879716735144096§0.033867841936442385§0.8664675903347875
SEQ_182§0.028697322095009022§0.028564234309712094§0.029169246211441527§0.6930991157086596§0.22047008167517787
SEQ_183§0.02552599465846769§0.025097163218469852§0.02583227904804844§0.02526283179107703§0.8982817312839368
SEQ_184§0.5229316610603364§0.03287411649858918§0.03381771548397317§0.03298837549898439§0.3773881314581169
SEQ_185§0.03479879296976112§0.034763027037576846§0.8602415733274096§0.03481034383264502§0.03538626283260746
SEQ_186§0.030202819309563516§0.030037033092123095§0.8787219064158697§0.03009118884184073§0.03094705234060299
SEQ_187§0.024230591960515344§0.024174485272578528§0.9026368100636204§0.02413878183839287§0.024819330864892956
SEQ_188§0.025087960865985786§0.024962179451512318§0.02630903458860249§0.02501495101943949§0.8986258740744598
SEQ_189§0.02985132856157097§0.029712799093489464§0.030036815979621163§0.029874165630151203§0.8805248907351672
SEQ_190§0.031301234027222284§0.031011470974796555§0.031873624340501956§0.498838943287669§0.4069747273698103
SEQ_191§0.051370255329340184§0.7942531032467653§0.05196160218837162§0.05075077813767119§0.051664261097851646
SEQ_192§0.028657824927524896§0.02850538426633592§0.8851281705912407§0.028644787353201563§0.02906383286169678
SEQ_193§0.02839942982682588§0.02818962771491403§0.02869900251371015§0.02837672816489451§0.8863352117796555
SEQ_194§0.028248306754281024§0.02810153914866562§0.028561908553438018§0.16028900009117666§0.7547992454524386
SEQ_195§0.02411300753010055§0.0241272846994527§0.024516271273192787§0.024023573655844028§0.9032198628414099
SEQ_196§0.02858739910132265§0.29406836971902733§0.029163114350381776§0.028381929768960253§0.619799187060308
SEQ_197§0.03513538955255758§0.4447228317782186§0.03600220771015681§0.035085053779337017§0.4490545171797299
SEQ_198§0.02716100981078951§0.027124161672410288§0.027422720650946687§0.027082303072655776§0.8912098047931978
SEQ_199§0.02471722999096255§0.024277763395175303§0.7456127589504148§0.024329747082992598§0.1810625005804547
SEQ_200§0.03877896759814656§0.03867728101410881§0.8439090066930065§0.03873571710083656§0.039899027593901744
SEQ_201§0.03226138307656624§0.03219491701976158§0.870476050375388§0.032247260416238564§0.03282038911204554
SEQ_202§0.03247252520405631§0.03207981535808888§0.0325264621857075§0.032110103409120676§0.8708110938430267
SEQ_203§0.029148230636778186§0.02903699087499193§0.882600060399312§0.02911900254266919§0.03009571554624869
SEQ_204§0.028076757164648747§0.0279318663122551§0.028179141934244114§0.02791056456221026§0.8879016700266418
SEQ_205§0.030327402592429494§0.4356359936916581§0.030642910205476236§0.03002033211867413§0.473373361391762
SEQ_206§0.027389831365112846§0.027363585185128075§0.8901720722267088§0.02727340858281561§0.02780110264023468
SEQ_207§0.02936317630634441§0.02930594961175208§0.029750192261037686§0.02927543387614611§0.8823052479447197
SEQ_208§0.026873761214068773§0.02682029665696918§0.027258604548548258§0.02683619663074991§0.8922111409496638
SEQ_209§0.02872879536435896§0.028575435358640638§0.029083028942306084§0.02859192408742625§0.885020816247268
SEQ_210§0.029029392888159665§0.028686150578872128§0.028965619964489996§0.33524228520028504§0.5780765513681931
SEQ_211§0.029044776402573972§0.028961677118228907§0.029451387353257575§0.028920717260764964§0.8836214418651747
SEQ_212§0.030828216177394112§0.03088454464882616§0.48897995408687966§0.030733224129420224§0.4185740609574798
SEQ_213§0.03616417003731777§0.03611139336011654§0.03672108695656954§0.03584501172798341§0.8551583379180128
SEQ_214§0.0355893219855558§0.035470724068891936§0.036383227661689325§0.03559953077214203§0.8569571955117209
SEQ_215§0.7941720031804796§0.05005919621667556§0.052227389681156346§0.04995707748457428§0.05358433343711411
SEQ_216§0.032452069627760614§0.032256549566099954§0.03278902202185745§0.7002367948656767§0.20226556391860515
SEQ_217§0.02819854944945997§0.028030945721826215§0.02893248105579539§0.028002417303316336§0.8868356064696021
SEQ_218§0.04001793170537657§0.03976602648816428§0.03987519130562009§0.03969626421307339§0.8406445862877656
SEQ_219§0.014973224012808038§0.01493996205939091§0.22139952309259317§0.015101465837084995§0.7335858249981229
SEQ_220§0.02606963016955126§0.5440305497017244§0.026437192672277062§0.02603975429314699§0.37742287316330025
SEQ_221§0.022439780571888193§0.022270949803880096§0.02246869698064745§0.022471239272919687§0.9103493333706647
SEQ_222§0.01658166683859859§0.0166951136118775§0.0168809758487159§0.016732303262760345§0.9331099404380476
SEQ_223§0.029639738092381473§0.029592784036880974§0.3870024804326897§0.1219102713600758§0.43185472607797215
SEQ_224§0.19764599835593338§0.02414492385424352§0.7288768799119734§0.02438176983376268§0.02495042804408707
SEQ_225§0.026424786631429553§0.026543891994018215§0.026923489335124052§0.18813644757130107§0.7319713844681272
SEQ_226§0.3068386674718897§0.034204674079848646§0.034175063336532786§0.033741495488886865§0.591040099622842
SEQ_227§0.024070217176965083§0.02403696997290442§0.9031408938449976§0.024022466151315727§0.0247294528538172
SEQ_228§0.3759996353793669§0.028472317165888616§0.029530774495863773§0.02877388671817004§0.5372233862407106
SEQ_229§0.039817407035807134§0.03980236030053992§0.04030121007049623§0.039814337004051924§0.8402646855891047
SEQ_230§0.03685346456256568§0.036418379123407986§0.8527774024272823§0.03635196350165312§0.03759879038509077
SEQ_231§0.028496790214448845§0.028206861617615098§0.02877534504296665§0.028247617587378364§0.8862733855375912
SEQ_232§0.03172824118764055§0.03155273302796721§0.03178451925407546§0.03162190581843519§0.8733126007118815
SEQ_233§0.030656219715003694§0.4472752444962606§0.030867972457534556§0.030386243792496916§0.4608143195387042
SEQ_234§0.026491278200767972§0.026604344484420547§0.02705606940566186§0.026390205615847415§0.8934581022933021
SEQ_235§0.02127702674901402§0.021326688173749046§0.9142689852020373§0.021260603119420098§0.021866696755779572
SEQ_236§0.035764796059784415§0.0359781638772552§0.856252046582257§0.03566554411341382§0.03633944936728971
SEQ_237§0.040526927718258866§0.04033290117765817§0.040787118902712166§0.04035213081575975§0.8380009213856111
SEQ_238§0.028697450456594564§0.028740756960031498§0.7148350992975021§0.19858647816393962§0.029140215121932236
SEQ_239§0.47718403224150613§0.02966846674609738§0.030287330398362827§0.029619765698086775§0.4332404049159469
SEQ_240§0.02469182642537635§0.02472808185045726§0.9006490159946816§0.024587688374603338§0.025343387354881498
SEQ_241§0.02150448825726571§0.02144707884861177§0.913161219419681§0.02154526251399508§0.022341950960446395
SEQ_242§0.026096890990792748§0.025672824831753063§0.026145780966220538§0.025573968686987542§0.8965105345242461
SEQ_243§0.03579866201371667§0.03563124057477313§0.035882587934695474§0.035597170620176935§0.8570903388566378
SEQ_244§0.031229660130546098§0.03127066135051734§0.03150053865736587§0.03110365070236066§0.8748954891592101
SEQ_245§0.033315974822448774§0.03344730600827081§0.8652945001104243§0.033400247055678435§0.03454197200317761
SEQ_246§0.03977553049446142§0.039616300821245155§0.8406157569577873§0.03962078251416736§0.04037162921233864
SEQ_247§0.033260987035730785§0.033125608434423755§0.8665043893813191§0.03334176335009734§0.03376725179842894
SEQ_248§0.025816393198013488§0.025428465735171414§0.025482134489220817§0.3631699694962952§0.5601030370812989
SEQ_249§0.03382354286625707§0.033841468745267035§0.03618205606105377§0.03491024481939343§0.8612426875080287
SEQ_250§0.44440230232689§0.03682976863917744§0.03747225522685022§0.03687642289439067§0.4444192509126918
SEQ_251§0.03429766986389538§0.2533004813132892§0.03467136775340764§0.034189185394421444§0.6435412956749863
SEQ_252§0.027939985661133853§0.027897310084370554§0.8876718057943529§0.02799583768780072§0.028495060772341898
SEQ_253§0.030116802083697§0.41605361905129273§0.03090010619584291§0.030080098845207043§0.49284937382396043
SEQ_254§0.02981371572163928§0.029818484934252824§0.030464629603146862§0.029983913127868377§0.8799192566130926
SEQ_255§0.028234072903416275§0.028209952726811763§0.028541636295443925§0.028275322835062535§0.8867390152392655
SEQ_256§0.8821929579306421§0.029146933600174417§0.02965281378221975§0.029045285016034324§0.02996200967092947
SEQ_257§0.039064111560263994§0.03920454388931148§0.039953623651914225§0.35527987949691825§0.526497841401592
SEQ_258§0.026601809806664437§0.026530824399150655§0.026984414651749646§0.02655468353632231§0.893328267606113
SEQ_259§0.03764132874221652§0.03730305987965063§0.037897282448200335§0.037206170004161265§0.8499521589257713
SEQ_260§0.04270566975253717§0.04245037223247482§0.04350320134561209§0.042640701063108584§0.8287000556062674
SEQ_261§0.034883224424572125§0.03379781769153653§0.7086885462564282§0.18705090150239953§0.03557951012506365
SEQ_262§0.029827574292516396§0.02966534450012357§0.0300955925385959§0.24817837127795392§0.6622331173908103
SEQ_263§0.04492126271706273§0.044963653275975506§0.8215609904478383§0.04406659108105245§0.044487502478071275
SEQ_264§0.03387917600639825§0.03375137589252942§0.03445406763391036§0.7021147752348179§0.1958006052323441
SEQ_265§0.021994449105096073§0.021819168683860996§0.33318862798471927§0.13777898147717854§0.4852187727491451
SEQ_266§0.022765321184276755§0.02268414498224193§0.9081338074755528§0.022604044905816537§0.023812681452111916
SEQ_267§0.43038575169797644§0.03477169757422416§0.035270815115468576§0.03484140644002156§0.46473032917230933
SEQ_268§0.028924462526452758§0.028802145442386275§0.02943844997605895§0.028836574787345307§0.8839983672677567
