Sequence§LDA_0§LDA_1
SEQ_097§0.5088556987777286§0.4911443012222714
SEQ_098§0.048582808589083565§0.9514171914109164
SEQ_099§0.9874776904528435§0.012522309547156456
SEQ_100§0.9909742960878469§0.00902570391215308
SEQ_101§0.4741027895098937§0.5258972104901062
SEQ_102§0.1790681214861373§0.8209318785138626
SEQ_103§0.9872631194267376§0.01273688057326245
SEQ_104§0.9839389912887103§0.01606100871128976
SEQ_105§0.9846852932065762§0.015314706793423833
SEQ_106§0.9784308542522098§0.021569145747790237
SEQ_107§0.9898950589842009§0.010104941015799094
SEQ_108§0.9916817330594943§0.0083182669405058
SEQ_109§0.972810852453085§0.027189147546915014
SEQ_110§0.015092038277897067§0.9849079617221029
SEQ_111§0.7536430371981445§0.24635696280185537
SEQ_112§0.985711427544832§0.014288572455168033
SEQ_113§0.9680995984064911§0.03190040159350894
SEQ_114§0.046358930553889253§0.9536410694461106
SEQ_115§0.98148474106881§0.018515258931189934
SEQ_116§0.17690992438909522§0.8230900756109047
SEQ_117§0.04732710403105315§0.952672895968947
SEQ_118§0.9876572440661792§0.012342755933820823
SEQ_119§0.6827974299406668§0.3172025700593331
SEQ_120§0.018433575857356294§0.9815664241426437
SEQ_121§0.018542841647052128§0.9814571583529478
SEQ_122§0.025092112629434237§0.9749078873705657
SEQ_123§0.9888624774112387§0.011137522588761401
SEQ_124§0.02567726325417468§0.9743227367458253
SEQ_125§0.054556555932199935§0.9454434440678
SEQ_126§0.018966845944456273§0.9810331540555437
SEQ_127§0.9525233083837497§0.047476691616250365
SEQ_128§0.9268441829264844§0.07315581707351561
SEQ_129§0.9903515543150089§0.00964844568499106
SEQ_130§0.9698999216420562§0.030100078357943892
SEQ_131§0.4899331456306604§0.5100668543693396
SEQ_132§0.8288261880237643§0.1711738119762358
SEQ_133§0.9326248797435805§0.0673751202564194
SEQ_134§0.86366500117924§0.13633499882075997
SEQ_135§0.030370292702573548§0.9696297072974265
SEQ_136§0.9309244517850648§0.06907554821493521
SEQ_137§0.19527258572554795§0.804727414274452
SEQ_138§0.992109238000455§0.007890761999544986
SEQ_139§0.5322000374734872§0.46779996252651285
SEQ_140§0.022652406461616023§0.9773475935383841
SEQ_141§0.6630851369749525§0.3369148630250476
SEQ_142§0.9903690595465997§0.00963094045340028
SEQ_143§0.9395423055202847§0.06045769447971533
SEQ_144§0.6932537900925834§0.3067462099074167
SEQ_145§0.024542043021185473§0.9754579569788145
SEQ_146§0.990084384712569§0.009915615287431132
SEQ_147§0.8178395060551521§0.18216049394484793
SEQ_148§0.9791074834280045§0.020892516571995562
SEQ_149§0.028566210941413626§0.9714337890585863
SEQ_150§0.010737568013668897§0.9892624319863311
SEQ_151§0.9767951303696544§0.023204869630345598
SEQ_152§0.41634268541553904§0.5836573145844609
SEQ_153§0.6069941029493783§0.3930058970506216
SEQ_154§0.02970715591262931§0.9702928440873707
SEQ_155§0.0071109625610986426§0.9928890374389013
SEQ_156§0.9720547161341793§0.02794528386582078
SEQ_157§0.9852874039084364§0.014712596091563657
SEQ_158§0.969928805215694§0.03007119478430597
SEQ_159§0.873434572688746§0.126565427311254
SEQ_160§0.9611022697986034§0.03889773020139663
SEQ_161§0.9901763738687059§0.009823626131294096
SEQ_162§0.9728290103934999§0.027170989606500065
SEQ_163§0.9762113354448779§0.023788664555122106
SEQ_164§0.0028676808359176134§0.9971323191640824
SEQ_165§0.9824305548929547§0.0175694451070453
SEQ_166§0.08963288759081403§0.910367112409186
SEQ_167§0.8495800491268157§0.1504199508731842
SEQ_168§0.4461847512013956§0.5538152487986044
SEQ_169§0.012260730966061334§0.9877392690339387
SEQ_170§0.9839438905810316§0.0160561094189683
SEQ_171§0.9617931865001161§0.038206813499883835
SEQ_172§0.9664157549867237§0.033584245013276254
SEQ_173§0.019782377124479163§0.9802176228755208
SEQ_174§0.05085443643502984§0.9491455635649703
SEQ_175§0.986441043129452§0.013558956870547915
SEQ_176§0.9817332538106668§0.01826674618933322
SEQ_177§0.61877109793398§0.38122890206601995
SEQ_178§0.030654142743932085§0.9693458572560679
SEQ_179§0.7523846957837556§0.24761530421624445
SEQ_180§0.4075180299095999§0.5924819700904
SEQ_181§0.9909016999232015§0.009098300076798576
SEQ_182§0.9819421190197187§0.018057880980281254
SEQ_183§0.9530867736195727§0.04691322638042726
SEQ_184§0.024228129594156288§0.9757718704058438
SEQ_185§0.02780657982659066§0.9721934201734094
SEQ_186§0.9788509297978965§0.021149070202103513
SEQ_187§0.7508185329989324§0.24918146700106755
SEQ_188§0.5238978782051791§0.4761021217948209
SEQ_189§0.7337583205045355§0.2662416794954645
SEQ_190§0.02000682009021164§0.9799931799097884
SEQ_191§0.03764883572761057§0.9623511642723894
SEQ_192§0.9830863455521738§0.016913654447826165
SEQ_193§0.9905432193696314§0.00945678063036853
SEQ_194§0.917397022733442§0.08260297726655802
SEQ_195§0.08126760759722579§0.9187323924027742
SEQ_196§0.06484358658681573§0.9351564134131843
SEQ_197§0.9825722338247538§0.01742776617524627
SEQ_198§0.5926456202117985§0.40735437978820155
SEQ_199§0.007130301022945677§0.9928696989770543
SEQ_200§0.03014508021465547§0.9698549197853445
SEQ_201§0.9692625941941205§0.030737405805879428
SEQ_202§0.676688758578884§0.32331124142111595
SEQ_203§0.9901076365656547§0.009892363434345325
SEQ_204§0.9681746505928669§0.03182534940713321
SEQ_205§0.9846620970990062§0.015337902900993725
SEQ_206§0.3163351600510446§0.6836648399489553
SEQ_207§0.32104250995306954§0.6789574900469304
SEQ_208§0.982617211596351§0.01738278840364903
SEQ_209§0.018284186409435285§0.9817158135905647
SEQ_210§0.9530801287016203§0.046919871298379816
SEQ_211§0.9842001633798976§0.01579983662010233
SEQ_212§0.4923786174899023§0.5076213825100978
SEQ_213§0.6486709632246761§0.35132903677532396
SEQ_214§0.057843525527958496§0.9421564744720414
SEQ_215§0.05207134824759547§0.9479286517524045
SEQ_216§0.9743170917139085§0.025682908286091485
SEQ_217§0.9794217282943082§0.020578271705691892
SEQ_218§0.03321982983120773§0.9667801701687923
SEQ_219§0.9981139420373702§0.001886057962629721
SEQ_220§0.010655564072999642§0.9893444359270004
SEQ_221§0.9905820154532065§0.00941798454679354
SEQ_222§0.9964399408014231§0.003560059198576963
SEQ_223§0.02032058947240594§0.9796794105275941
SEQ_224§0.9565526199652917§0.043447380034708376
SEQ_225§0.9890325582048128§0.010967441795187272
SEQ_226§0.26538981645155846§0.7346101835484414
SEQ_227§0.03475040513060182§0.9652495948693981
SEQ_228§0.23056966824820957§0.7694303317517904
SEQ_229§0.03965834250604095§0.9603416574939591
SEQ_230§0.4902267225575208§0.5097732774424792
SEQ_231§0.9721230322510379§0.027876967748962082
SEQ_232§0.982050939379059§0.017949060620941076
SEQ_233§0.6193046691245734§0.38069533087542656
SEQ_234§0.022382207049997212§0.9776177929500027
SEQ_235§0.022914863069049787§0.9770851369309502
SEQ_236§0.7470790559641137§0.2529209440358862
SEQ_237§0.9643269468765475§0.03567305312345251
SEQ_238§0.01572328773414557§0.9842767122658544
SEQ_239§0.9831625899664602§0.01683741003353976
SEQ_240§0.3548351092557362§0.6451648907442638
SEQ_241§0.9927528927373944§0.007247107262605535
SEQ_242§0.9902913789005234§0.009708621099476523
SEQ_243§0.8085796406167279§0.19142035938327204
SEQ_244§0.9815172977802178§0.01848270221978223
SEQ_245§0.6057963105880367§0.3942036894119633
SEQ_246§0.1516254831392384§0.8483745168607616
SEQ_247§0.9728752579030857§0.027124742096914196
SEQ_248§0.9885688917233506§0.011431108276649322
SEQ_249§0.983005715964869§0.016994284035130963
SEQ_250§0.945605359303788§0.05439464069621194
SEQ_251§0.862247998196035§0.13775200180396496
SEQ_252§0.015328672988770031§0.98467132701123
SEQ_253§0.018013348813180133§0.9819866511868198
SEQ_254§0.025935034814082502§0.9740649651859175
SEQ_255§0.2030291265626421§0.7969708734373578
SEQ_256§0.9783123003899264§0.021687699610073618
SEQ_257§0.9789926875460252§0.021007312453974934
SEQ_258§0.0107448680851378§0.9892551319148621
SEQ_259§0.558927050140133§0.441072949859867
SEQ_260§0.34102824408011967§0.6589717559198803
SEQ_261§0.9599382821470326§0.04006171785296746
SEQ_262§0.8021426400526868§0.19785735994731316
SEQ_263§0.30130586366417705§0.6986941363358229
SEQ_264§0.4601195062661413§0.5398804937338588
SEQ_265§0.9761564551809118§0.023843544819088267
SEQ_266§0.2879835406821967§0.7120164593178033
SEQ_267§0.01896943261858688§0.981030567381413
SEQ_268§0.9840791729025952§0.01592082709740494
SEQ_269§0.3990611468700749§0.600938853129925
SEQ_270§0.732729382439249§0.2672706175607509
SEQ_271§0.9762672747882222§0.023732725211777838
SEQ_272§0.24069813139401294§0.759301868605987
SEQ_273§0.9720465201038795§0.027953479896120598
SEQ_274§0.09297812797519962§0.9070218720248004
SEQ_275§0.9413444258002508§0.05865557419974924
SEQ_276§0.9752664729967049§0.024733527003295105
SEQ_277§0.005802120137735594§0.9941978798622644
SEQ_278§0.010789639562589595§0.9892103604374105
SEQ_279§0.01798205557953342§0.9820179444204665
SEQ_280§0.04240988740171041§0.9575901125982896
SEQ_281§0.1491024758606335§0.8508975241393666
SEQ_282§0.9842408777115301§0.01575912228846989
SEQ_283§0.9881207107276901§0.011879289272309948
SEQ_284§0.9813877739350687§0.01861222606493128
SEQ_285§0.17223146435826472§0.8277685356417352
SEQ_286§0.8971568065663819§0.10284319343361811
SEQ_287§0.019069836470742813§0.9809301635292572
SEQ_288§0.37713949251183426§0.6228605074881658
SEQ_289§0.9832356953057518§0.016764304694248174
SEQ_290§0.6838962846578862§0.31610371534211384
SEQ_291§0.030332660728911175§0.9696673392710888
SEQ_292§0.9783833374457334§0.021616662554266627
SEQ_293§0.9946627140506544§0.005337285949345544
SEQ_294§0.980949263231724§0.019050736768275966
SEQ_295§0.2244274873442116§0.7755725126557884
SEQ_296§0.022794755716034277§0.9772052442839658
SEQ_297§0.9875885926478327§0.012411407352167293
SEQ_298§0.9750015749070304§0.024998425092969567
SEQ_299§0.012776417678405197§0.9872235823215948
SEQ_300§0.013860006149347284§0.9861399938506527
SEQ_301§0.9657982614406613§0.0342017385593387
SEQ_302§0.02081861347748893§0.9791813865225111
SEQ_303§0.2898484154273907§0.7101515845726094
SEQ_304§0.03201685112394017§0.9679831488760599
SEQ_305§0.8269466934002132§0.17305330659978685
SEQ_306§0.9741716881247675§0.025828311875232574
SEQ_307§0.07358667298243163§0.9264133270175684
SEQ_308§0.9773866904966314§0.02261330950336863
